Level,Class,Name,School,Casting Time,Range,Duration,Components
3rd Level,Wizard,Protection from Energy,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S"
3rd Level,Wizard,Psionic Blast (UA),Evocation,1 Action,Self (30-foot cone),Instantaneous,V
3rd Level,Wizard,Pulse Wave,Evocation D,1 Action,Self (30-foot cone),Instantaneous,"V, S"
3rd Level,Wizard,Remove Curse,Abjuration,1 Action,Touch,Instantaneous,"V, S"
3rd Level,Wizard,Sending,Evocation,1 Action,Unlimited,1 round,"V, S, M"
3rd Level,Wizard,Sleet Storm,Conjuration,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Wizard,Slow,Transmutation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Wizard,Speak with Dead,Necromancy,1 Action,10 feet,10 minutes,"V, S, M"
3rd Level,Wizard,Spirit Shroud,Necromancy,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S"
3rd Level,Wizard,Stinking Cloud,Conjuration,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
3rd Level,Wizard,Summon Fey,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Wizard,Summon Lesser Demons,Conjuration,1 Action,60 Feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Wizard,Summon Shadowspawn,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Wizard,Summon Undead,Necromancy,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
3rd Level,Wizard,Thunder Step,Conjuration,1 Action,90 feet,Instantaneous,V
3rd Level,Wizard,Tidal Wave,Conjuration,1 Action,120 feet,Instantaneous,"V, S, M"
3rd Level,Wizard,Tiny Servant,Transmutation,1 Minute,Touch,8 hours,"V, S"
3rd Level,Wizard,Tongues,Divination,1 Action,Touch,1 hour,"V, M"
3rd Level,Wizard,Vampiric Touch,Necromancy,1 Action,Self,"Concentration, up to 1 minute","V, S"
3rd Level,Wizard,Wall of Sand,Evocation,1 Action,90 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Wizard,Wall of Water,Evocation,1 Action,60 feet,"Concentration, up to 10 minutes","V, S, M"
3rd Level,Wizard,Water Breathing,Transmutation,1 Action R,30 feet,24 hours,"V, S, M"
4th Level,Artificer,Arcane Eye,Divination,1 Action,30 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Artificer,Elemental Bane,Transmutation,1 Action,90 feet,"Concentration, up to 1 minute","V, S"
4th Level,Artificer,Fabricate,Transmutation,10 Minutes,120 feet,Instantaneous,"V, S"
4th Level,Artificer,Freedom of Movement,Abjuration,1 Action,Touch,1 hour,"V, S, M"
4th Level,Artificer,Leomund's Secret Chest,Conjuration,1 Action,Touch,Instantaneous,"V, S, M"
4th Level,Artificer,Mordenkainen's Faithful Hound,Conjuration,1 Action,30 feet,8 hours,"V, S, M"
4th Level,Artificer,Mordenkainen's Private Sanctum,Abjuration,1 Action,120 feet,24 hours,"V, S, M"
4th Level,Artificer,Otiluke's Resilient Sphere,Evocation,1 Action,30 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Artificer,Stone Shape,Transmutation,1 Action,Touch,Instantaneous,"V, S, M"
4th Level,Artificer,Stoneskin,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
4th Level,Artificer,Summon Construct,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Bard,Charm Monster,Enchantment,1 Action,30 feet,1 hour,"V, S"
4th Level,Bard,Compulsion,Enchantment,1 Action,30 feet,"Concentration, up to 1 minute","V, S"
4th Level,Bard,Confusion,Enchantment,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Bard,Dimension Door,Conjuration,1 Action,500 feet,Instantaneous,V
4th Level,Bard,Freedom of Movement,Abjuration,1 Action,Touch,1 hour,"V, S, M"
4th Level,Bard,Greater Invisibility,Illusion,1 Action,Touch,"Concentration, up to 1 minute","V, S"
4th Level,Bard,Hallucinatory Terrain,Illusion,10 Minutes,300 feet,24 hours,"V, S, M"
4th Level,Bard,Locate Creature,Divination,1 Action,Self,"Concentration, up to 1 hour","V, S, M"
4th Level,Bard,Phantasmal Killer,Illusion,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
4th Level,Bard,Polymorph,Transmutation,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Bard,Raulothim's Psychic Lance (UA),Enchantment,1 Action,120 feet,Instantaneous,V
4th Level,Cleric,Aura of Life,Abjuration,1 Action,Self (30-foot radius),"Concentration, up to 10 minutes",V
4th Level,Cleric,Aura of Purity,Abjuration,1 Action,Self (30-foot radius),"Concentration, up to 10 minutes",V
4th Level,Cleric,Banishment,Abjuration,1 Action,60 feet,"Concentration, up to 1 minutes","V, S, M"
4th Level,Cleric,Control Water,Transmutation,1 Action,300 feet,"Concentration, up to 10 minutes","V, S, M"
4th Level,Cleric,Death Ward,Abjuration,1 Action,Touch,8 hours,"V, S"
4th Level,Cleric,Divination,Divination,1 Action R,Self,Instantaneous,"V, S, M"
4th Level,Cleric,Freedom of Movement,Abjuration,1 Action,Touch,1 hour,"V, S, M"
4th Level,Cleric,Guardian of Faith,Conjuration,1 Action,30 feet,8 hours,V
4th Level,Cleric,Locate Creature,Divination,1 Action,Self,"Concentration, up to 1 hour","V, S, M"
4th Level,Cleric,Stone Shape,Transmutation,1 Action,Touch,Instantaneous,"V, S, M"
4th Level,Druid,Blight,Necromancy,1 Action,30 feet,Instantaneous,"V, S"
4th Level,Druid,Charm Monster,Enchantment,1 Action,30 feet,1 hour,"V, S"
4th Level,Druid,Confusion,Enchantment,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Druid,Conjure Minor Elementals,Conjuration,1 Minute,90 feet,"Concentration, up to 1 hour","V, S"
4th Level,Druid,Conjure Woodland Beings,Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Druid,Control Water,Transmutation,1 Action,300 feet,"Concentration, up to 10 minutes","V, S, M"
4th Level,Druid,Divination,Divination,1 Action R,Self,Instantaneous,"V, S, M"
4th Level,Druid,Dominate Beast,Enchantment,1 Action,60 feet,"Concentration, up to 1 minute","V, S"
4th Level,Druid,Elemental Bane,Transmutation,1 Action,90 feet,"Concentration, up to 1 minute","V, S"
4th Level,Druid,Fire Shield,Evocation,1 Action,Self,10 minutes,"V, S, M"
4th Level,Druid,Freedom of Movement,Abjuration,1 Action,Touch,1 hour,"V, S, M"
4th Level,Druid,Giant Insect,Transmutation,1 Action,30 feet,"Concentration, up to 10 minutes","V, S"
4th Level,Druid,Grasping Vine,Conjuration,1 Bonus Action,30 feet,"Concentration, up to 1 minute","V, S"
4th Level,Druid,Guardian of Nature,Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute",V
4th Level,Druid,Hallucinatory Terrain,Illusion,10 Minutes,300 feet,24 hours,"V, S, M"
4th Level,Druid,Ice Storm,Evocation,1 Action,300 feet,Instantaneous,"V, S, M"
4th Level,Druid,Locate Creature,Divination,1 Action,Self,"Concentration, up to 1 hour","V, S, M"
4th Level,Druid,Polymorph,Transmutation,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Druid,Stone Shape,Transmutation,1 Action,Touch,Instantaneous,"V, S, M"
4th Level,Druid,Stoneskin,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
4th Level,Druid,Summon Elemental,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Druid,Wall of Fire,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Druid,Watery Sphere,Conjuration,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Paladin,Aura of Life,Abjuration,1 Action,Self (30-foot radius),"Concentration, up to 10 minutes",V
4th Level,Paladin,Aura of Purity,Abjuration,1 Action,Self (30-foot radius),"Concentration, up to 10 minutes",V
4th Level,Paladin,Banishment,Abjuration,1 Action,60 feet,"Concentration, up to 1 minutes","V, S, M"
4th Level,Paladin,Death Ward,Abjuration,1 Action,Touch,8 hours,"V, S"
4th Level,Paladin,Find Greater Steed,Conjuration,10 Minutes,30 feet,Instantaneous,"V, S"
4th Level,Paladin,Locate Creature,Divination,1 Action,Self,"Concentration, up to 1 hour","V, S, M"
4th Level,Paladin,Staggering Smite,Evocation,1 Bonus Action,Self,"Concentration, up to 1 minute",V
4th Level,Ranger,Conjure Woodland Beings,Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Ranger,Dominate Beast,Enchantment,1 Action,60 feet,"Concentration, up to 1 minute","V, S"
4th Level,Ranger,Freedom of Movement,Abjuration,1 Action,Touch,1 hour,"V, S, M"
4th Level,Ranger,Grasping Vine,Conjuration,1 Bonus Action,30 feet,"Concentration, up to 1 minute","V, S"
4th Level,Ranger,Guardian of Nature,Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute",V
4th Level,Ranger,Locate Creature,Divination,1 Action,Self,"Concentration, up to 1 hour","V, S, M"
4th Level,Ranger,Stoneskin,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
4th Level,Ranger,Summon Elemental,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Sorcerer,Banishment,Abjuration,1 Action,60 feet,"Concentration, up to 1 minutes","V, S, M"
4th Level,Sorcerer,Blight,Necromancy,1 Action,30 feet,Instantaneous,"V, S"
4th Level,Sorcerer,Charm Monster,Enchantment,1 Action,30 feet,1 hour,"V, S"
4th Level,Sorcerer,Confusion,Enchantment,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Sorcerer,Conjure Barlgura (UA),Conjuration,1 Action,60 feet,Up to 10 minutes,"V, S"
4th Level,Sorcerer,Conjure Knowbot (UA),Conjuration T,1 Action,Touch,10 minutes,"V, S"
4th Level,Sorcerer,Conjure Shadow Demon (UA),Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Sorcerer,Dimension Door,Conjuration,1 Action,500 feet,Instantaneous,V
4th Level,Sorcerer,Dominate Beast,Enchantment,1 Action,60 feet,"Concentration, up to 1 minute","V, S"
4th Level,Sorcerer,Ego Whip (UA),Enchantment,1 Action,30 feet,"Concentration, up to 1 minute",V
4th Level,Sorcerer,Fire Shield,Evocation,1 Action,Self,10 minutes,"V, S, M"
4th Level,Sorcerer,Greater Invisibility,Illusion,1 Action,Touch,"Concentration, up to 1 minute","V, S"
4th Level,Sorcerer,Ice Storm,Evocation,1 Action,300 feet,Instantaneous,"V, S, M"
4th Level,Sorcerer,Polymorph,Transmutation,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Sorcerer,Raulothim's Psychic Lance (UA),Enchantment,1 Action,120 feet,Instantaneous,V
4th Level,Sorcerer,Sickening Radiance,Evocation,1 Action,120 Feet,"Concentration, up to 10 minutes","V, S"
4th Level,Sorcerer,Stoneskin,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
4th Level,Sorcerer,Storm Sphere,Evocation,1 Action,150 feet,"Concentration, up to 1 minute","V, S"
4th Level,Sorcerer,Synchronicity (UA),Enchantment T,1 Action,Touch,"Concentration, up to 1 hour","V, S"
4th Level,Sorcerer,System Backdoor (UA),Transmutation T,1 Minute,Self,"Concentration, up to 1 hour","V, S, M"
4th Level,Sorcerer,Vitriolic Sphere,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
4th Level,Sorcerer,Wall of Fire,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Sorcerer,Watery Sphere,Conjuration,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Warlock,Banishment,Abjuration,1 Action,60 feet,"Concentration, up to 1 minutes","V, S, M"
4th Level,Warlock,Blight,Necromancy,1 Action,30 feet,Instantaneous,"V, S"
4th Level,Warlock,Charm Monster,Enchantment,1 Action,30 feet,1 hour,"V, S"
4th Level,Warlock,Conjure Knowbot (UA),Conjuration T,1 Action,Touch,10 minutes,"V, S"
4th Level,Warlock,Dimension Door,Conjuration,1 Action,500 feet,Instantaneous,V
4th Level,Warlock,Ego Whip (UA),Enchantment,1 Action,30 feet,"Concentration, up to 1 minute",V
4th Level,Warlock,Elemental Bane,Transmutation,1 Action,90 feet,"Concentration, up to 1 minute","V, S"
4th Level,Warlock,Galder's Speedy Courier,Conjuration,1 Action,10 feet,10 minutes,"V, S, M"
4th Level,Warlock,Hallucinatory Terrain,Illusion,10 Minutes,300 feet,24 hours,"V, S, M"
4th Level,Warlock,Raulothim's Psychic Lance (UA),Enchantment,1 Action,120 feet,Instantaneous,V
4th Level,Warlock,Shadow Of Moil,Necromancy,1 Action,Self,"Concentration, up to 1 minute","V, S, M"
4th Level,Warlock,Sickening Radiance,Evocation,1 Action,120 Feet,"Concentration, up to 10 minutes","V, S"
4th Level,Warlock,Summon Aberration,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Warlock,Summon Greater Demon,Conjuration,1 Action,60 Feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Warlock,Synchronicity (UA),Enchantment T,1 Action,Touch,"Concentration, up to 1 hour","V, S"
4th Level,Warlock,System Backdoor (UA),Transmutation T,1 Minute,Self,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Arcane Eye,Divination,1 Action,30 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Banishment,Abjuration,1 Action,60 feet,"Concentration, up to 1 minutes","V, S, M"
4th Level,Wizard,Blight,Necromancy,1 Action,30 feet,Instantaneous,"V, S"
4th Level,Wizard,Charm Monster,Enchantment,1 Action,30 feet,1 hour,"V, S"
4th Level,Wizard,Confusion,Enchantment,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Wizard,Conjure Barlgura (UA),Conjuration,1 Action,60 feet,Up to 10 minutes,"V, S"
4th Level,Wizard,Conjure Knowbot (UA),Conjuration T,1 Action,Touch,10 minutes,"V, S"
4th Level,Wizard,Conjure Minor Elementals,Conjuration,1 Minute,90 feet,"Concentration, up to 1 hour","V, S"
4th Level,Wizard,Conjure Shadow Demon (UA),Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Control Water,Transmutation,1 Action,300 feet,"Concentration, up to 10 minutes","V, S, M"
4th Level,Wizard,Dimension Door,Conjuration,1 Action,500 feet,Instantaneous,V
4th Level,Wizard,Divination,Divination,1 Action R,Self,Instantaneous,"V, S, M"
4th Level,Wizard,Ego Whip (UA),Enchantment,1 Action,30 feet,"Concentration, up to 1 minute",V
4th Level,Wizard,Elemental Bane,Transmutation,1 Action,90 feet,"Concentration, up to 1 minute","V, S"
4th Level,Wizard,Evard's Black Tentacles,Conjuration,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Wizard,Fabricate,Transmutation,10 Minutes,120 feet,Instantaneous,"V, S"
4th Level,Wizard,Fire Shield,Evocation,1 Action,Self,10 minutes,"V, S, M"
4th Level,Wizard,Galder's Speedy Courier,Conjuration,1 Action,10 feet,10 minutes,"V, S, M"
4th Level,Wizard,Gravity Sinkhole,Evocation DG,1 Action,120 feet,Instantaneous,"V, S, M"
4th Level,Wizard,Greater Invisibility,Illusion,1 Action,Touch,"Concentration, up to 1 minute","V, S"
4th Level,Wizard,Hallucinatory Terrain,Illusion,10 Minutes,300 feet,24 hours,"V, S, M"
4th Level,Wizard,Ice Storm,Evocation,1 Action,300 feet,Instantaneous,"V, S, M"
4th Level,Wizard,Leomund's Secret Chest,Conjuration,1 Action,Touch,Instantaneous,"V, S, M"
4th Level,Wizard,Locate Creature,Divination,1 Action,Self,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Mordenkainen's Faithful Hound,Conjuration,1 Action,30 feet,8 hours,"V, S, M"
4th Level,Wizard,Mordenkainen's Private Sanctum,Abjuration,1 Action,120 feet,24 hours,"V, S, M"
4th Level,Wizard,Otiluke's Resilient Sphere,Evocation,1 Action,30 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Wizard,Phantasmal Killer,Illusion,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
4th Level,Wizard,Polymorph,Transmutation,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Raulothim's Psychic Lance (UA),Enchantment,1 Action,120 feet,Instantaneous,V
4th Level,Wizard,Sickening Radiance,Evocation,1 Action,120 Feet,"Concentration, up to 10 minutes","V, S"
4th Level,Wizard,Stone Shape,Transmutation,1 Action,Touch,Instantaneous,"V, S, M"
4th Level,Wizard,Stoneskin,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Storm Sphere,Evocation,1 Action,150 feet,"Concentration, up to 1 minute","V, S"
4th Level,Wizard,Summon Aberration,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Summon Construct,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Summon Elemental,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Summon Greater Demon,Conjuration,1 Action,60 Feet,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Synchronicity (UA),Enchantment T,1 Action,Touch,"Concentration, up to 1 hour","V, S"
4th Level,Wizard,System Backdoor (UA),Transmutation T,1 Minute,Self,"Concentration, up to 1 hour","V, S, M"
4th Level,Wizard,Vitriolic Sphere,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
4th Level,Wizard,Wall of Fire,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
4th Level,Wizard,Watery Sphere,Conjuration,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Artificer,Animate Objects,Transmutation,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
5th Level,Artificer,Bigby's Hand,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Artificer,Creation,Illusion,1 Action,30 feet,Special,"V, S, M"
5th Level,Artificer,Greater Restoration,Abjuration,1 Action,Touch,Instantaneous,"V, S, M"
5th Level,Artificer,Skill Empowerment,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
5th Level,Artificer,Transmute Rock,Transmutation,1 Action,120 feet,Instantaneous,"V, S, M"
5th Level,Artificer,Wall of Stone,Evocation,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
5th Level,Bard,Animate Objects,Transmutation,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
5th Level,Bard,Awaken,Transmutation,8 Hours,Touch,Instantaneous,"V, S, M"
5th Level,Bard,Dominate Person,Enchantment,1 Action,60 feet,"Concentration, up to 1 minute","V, S"
5th Level,Bard,Dream,Illusion,1 Minute,Special,8 hours,"V, S, M"
5th Level,Bard,Geas,Enchantment,1 Minute,60 feet,30 days,V
5th Level,Bard,Greater Restoration,Abjuration,1 Action,Touch,Instantaneous,"V, S, M"
5th Level,Bard,Hold Monster,Enchantment,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Bard,Legend Lore,Divination,10 Minutes,Self,Instantaneous,"V, S, M"
5th Level,Bard,Mass Cure Wounds,Evocation,1 Action,60 feet,Instantaneous,"V, S"
5th Level,Bard,Mislead,Illusion,1 Action,Self,"Concentration, up to 1 hour",S
5th Level,Bard,Modify Memory,Enchantment,1 Action,30 feet,"Concentration, up to 1 minute","V, S"
5th Level,Bard,Planar Binding,Abjuration,1 Action,60 feet,24 hours,"V, S, M"
5th Level,Bard,Raise Dead,Necromancy,1 Action,Touch,Instantaneous,"V, S, M"
5th Level,Bard,Rary's Telepathic Bond,Divination,1 Action R,30 feet,1 hour,"V, S, M"
5th Level,Bard,Scrying,Divination,10 Minutes,Self,"Concentration, up to 10 minutes","V, S, M"
5th Level,Bard,Seeming,Illusion,1 Action,30 feet,8 hours,"V, S"
5th Level,Bard,Skill Empowerment,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
5th Level,Bard,Synaptic Static,Enchantment,1 Action,120 feet,Instantaneous,"V, S"
5th Level,Bard,Teleportation Circle,Conjuration,1 Action,10 feet,1 round,"V, M"
5th Level,Cleric,Commune,Divination,1 Minute R,Self,1 minute,"V, S, M"
5th Level,Cleric,Contagion,Necromancy,1 Action,Touch,7 days,"V, S"
5th Level,Cleric,Dawn,Evocation,1 Action,60 Feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Cleric,Dispel Evil and Good,Abjuration,1 Action,Self,"Concentration, up to 1 minute","V, S, M"
5th Level,Cleric,Flame Strike,Evocation,1 Action,60 feet,Instantaneous,"V, S, M"
5th Level,Cleric,Geas,Enchantment,1 Minute,60 feet,30 days,V
5th Level,Cleric,Greater Restoration,Abjuration,1 Action,Touch,Instantaneous,"V, S, M"
5th Level,Cleric,Hallow,Evocation,24 Hours,Touch,Until dispelled,"V, S, M"
5th Level,Cleric,Holy Weapon,Evocation,1 Bonus Action,Touch,"Concentration, up to 1 hour","V, S"
5th Level,Cleric,Insect Plague,Conjuration,1 Action,300 feet,"Concentration, up to 10 minutes","V, S, M"
5th Level,Cleric,Legend Lore,Divination,10 Minutes,Self,Instantaneous,"V, S, M"
5th Level,Cleric,Mass Cure Wounds,Evocation,1 Action,60 feet,Instantaneous,"V, S"
5th Level,Cleric,Planar Binding,Abjuration,1 Action,60 feet,24 hours,"V, S, M"
5th Level,Cleric,Raise Dead,Necromancy,1 Action,Touch,Instantaneous,"V, S, M"
5th Level,Cleric,Scrying,Divination,10 Minutes,Self,"Concentration, up to 10 minutes","V, S, M"
5th Level,Cleric,Summon Celestial,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Druid,Antilife Shell,Abjuration,1 Action,Self (10-foot radius),"Concentration, up to 1 hour","V, S"
5th Level,Druid,Awaken,Transmutation,8 Hours,Touch,Instantaneous,"V, S, M"
5th Level,Druid,Commune with Nature,Divination,1 Minute R,Self,Instantaneous,"V, S"
5th Level,Druid,Cone of Cold,Evocation,1 Action,Self (60-foot cone),Instantaneous,"V, S, M"
5th Level,Druid,Conjure Elemental,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Druid,Contagion,Necromancy,1 Action,Touch,7 days,"V, S"
5th Level,Druid,Control Winds,Transmutation,1 Action,300 feet,"Concentration, up to 1 hour","V, S"
5th Level,Druid,Geas,Enchantment,1 Minute,60 feet,30 days,V
5th Level,Druid,Greater Restoration,Abjuration,1 Action,Touch,Instantaneous,"V, S, M"
5th Level,Druid,Insect Plague,Conjuration,1 Action,300 feet,"Concentration, up to 10 minutes","V, S, M"
5th Level,Druid,Maelstrom,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Druid,Mass Cure Wounds,Evocation,1 Action,60 feet,Instantaneous,"V, S"
5th Level,Druid,Planar Binding,Abjuration,1 Action,60 feet,24 hours,"V, S, M"
5th Level,Druid,Reincarnate,Transmutation,1 Action,Touch,Instantaneous,"V, S, M"
5th Level,Druid,Scrying,Divination,10 Minutes,Self,"Concentration, up to 10 minutes","V, S, M"
5th Level,Druid,Summon Draconic Spirit (UA),Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Druid,Transmute Rock,Transmutation,1 Action,120 feet,Instantaneous,"V, S, M"
5th Level,Druid,Tree Stride,Conjuration,1 Action,Self,"Concentration, up to 1 minute","V, S"
5th Level,Druid,Wall of Stone,Evocation,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
5th Level,Druid,Wrath Of Nature,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
5th Level,Paladin,Banishing Smite,Abjuration,1 Bonus Action,Self,"Concentration, up to 1 minute",V
5th Level,Paladin,Circle of Power,Abjuration,1 Action,Self (30-foot radius),"Concentration, up to 10 minutes",V
5th Level,Paladin,Destructive Wave,Evocation,1 Action,Self (30-foot radius),Instantaneous,V
5th Level,Paladin,Dispel Evil and Good,Abjuration,1 Action,Self,"Concentration, up to 1 minute","V, S, M"
5th Level,Paladin,Geas,Enchantment,1 Minute,60 feet,30 days,V
5th Level,Paladin,Holy Weapon,Evocation,1 Bonus Action,Touch,"Concentration, up to 1 hour","V, S"
5th Level,Paladin,Raise Dead,Necromancy,1 Action,Touch,Instantaneous,"V, S, M"
5th Level,Paladin,Summon Celestial,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Ranger,Commune with Nature,Divination,1 Minute R,Self,Instantaneous,"V, S"
5th Level,Ranger,Conjure Volley,Conjuration,1 Action,150 feet,Instantaneous,"V, S, M"
5th Level,Ranger,Greater Restoration,Abjuration,1 Action,Touch,Instantaneous,"V, S, M"
5th Level,Ranger,Steel Wind Strike,Conjuration,1 Action,30 feet,Instantaneous,"S, M"
5th Level,Ranger,Swift Quiver,Transmutation,1 Bonus Action,Touch,"Concentration, up to 1 minute","V, S, M"
5th Level,Ranger,Tree Stride,Conjuration,1 Action,Self,"Concentration, up to 1 minute","V, S"
5th Level,Ranger,Wrath Of Nature,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
5th Level,Sorcerer,Animate Objects,Transmutation,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
5th Level,Sorcerer,Bigby's Hand,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Sorcerer,Cloudkill,Conjuration,1 Action,120 feet,"Concentration, up to 10 minutes","V, S"
5th Level,Sorcerer,Commune with City (UA),Divination T,1 Minute R,Self,Instantaneous,"V, S"
5th Level,Sorcerer,Cone of Cold,Evocation,1 Action,Self (60-foot cone),Instantaneous,"V, S, M"
5th Level,Sorcerer,Conjure Vrock (UA),Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Sorcerer,Control Winds,Transmutation,1 Action,300 feet,"Concentration, up to 1 hour","V, S"
5th Level,Sorcerer,Creation,Illusion,1 Action,30 feet,Special,"V, S, M"
5th Level,Sorcerer,Dominate Person,Enchantment,1 Action,60 feet,"Concentration, up to 1 minute","V, S"
5th Level,Sorcerer,Enervation,Necromancy,1 Action,60 Feet,"Concentration, up to 1 minute","V, S"
5th Level,Sorcerer,Far Step,Conjuration,1 Bonus Action,Self,"Concentration, up to 1 minute",V
5th Level,Sorcerer,Hold Monster,Enchantment,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
5th Level,Sorcerer,Immolation,Evocation,1 Action,90 feet,"Concentration, up to 1 minute",V
5th Level,Sorcerer,Insect Plague,Conjuration,1 Action,300 feet,"Concentration, up to 10 minutes","V, S, M"
5th Level,Sorcerer,Seeming,Illusion,1 Action,30 feet,8 hours,"V, S"
5th Level,Sorcerer,Shutdown (UA),Transmutation T,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
5th Level,Sorcerer,Skill Empowerment,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
5th Level,Sorcerer,Summon Draconic Spirit (UA),Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
5th Level,Sorcerer,Synaptic Static,Enchantment,1 Action,120 feet,Instantaneous,"V, S"
5th Level,Sorcerer,Telekinesis,Transmutation,1 Action,60 feet,"Concentration, up to 10 minutes","V, S"
5th Level,Sorcerer,Teleportation Circle,Conjuration,1 Action,10 feet,1 round,"V, M"
5th Level,Sorcerer,Wall Of Light,Evocation,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
5th Level,Sorcerer,Wall of Stone,Evocation,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
