Background,Item,Description,Source
Initiate,Trait,I’m so focused on the glorious afterlife that nothing in this life can shake my calm resolve.,Plane Shift - Amonkhet
Initiate,Trait,I enjoy using my skills to help those who lack those same skills.,Plane Shift - Amonkhet
Initiate,Trait,"I train hard so that I can play hard at the end of the day. I fully expect to play even harder in the glorious afterlife, but I’m not in a hurry to get there.",Plane Shift - Amonkhet
Initiate,Trait,I’m perfectly happy letting others pick up the slack for me while I take it easy.,Plane Shift - Amonkhet
Initiate,Trait,"I’m constantly sizing up everyone around me, thinking about what kind of opponent they’ll be in the final trial.",Plane Shift - Amonkhet
Initiate,Ideal,Solidarity. The thing that matters most of all is that we’re there for each other. (Lawful),Plane Shift - Amonkhet
Initiate,Ideal,Knowledge. The world is a puzzle — a mystery waiting to be solved. (Neutral),Plane Shift - Amonkhet
Initiate,Ideal,Strength. All that matters to me is my own perfection. Let everyone else seek that perfection in their own way. (Any),Plane Shift - Amonkhet
Initiate,Ideal,Ambition. I’m going to prove that I deserve only the best — of everything. (Evil),Plane Shift - Amonkhet
Initiate,Ideal,Zeal. Anything worth doing is worth throwing my whole self into. (Any),Plane Shift - Amonkhet
Initiate,Ideal,Redemption. I will train all the harder to make up for the doubt I entertained when I was younger. (Any),Plane Shift - Amonkhet
Initiate,Bond,"One of my crop-mates is my dearest friend, and I hope we will face each other in the final trial.",Plane Shift - Amonkhet
Initiate,Bond,I am in love with a vizier.,Plane Shift - Amonkhet
Initiate,Bond,"I am particularly drawn to one of the five gods, and I want nothing more than to win that god’s particular favor.",Plane Shift - Amonkhet
Initiate,Bond,I am more devoted to Naktamun and its people than I am to any of the ideals of the gods.,Plane Shift - Amonkhet
Initiate,Bond,My weapon was a gift from a beloved trainer who died in an accident.,Plane Shift - Amonkhet
Initiate,Bond,"I carry a memento of my time as an acolyte, and I treasure it above all other things.",Plane Shift - Amonkhet
Initiate,Flaw,"I’m easily distracted by an attractive person, which could be the death of me in the trials.",Plane Shift - Amonkhet
Initiate,Flaw,"I really wanted to be a vizier, and I’m angry at the god who didn’t choose me.",Plane Shift - Amonkhet
Initiate,Flaw,Training for a lifetime to die in the end seems like a big waste of energy.,Plane Shift - Amonkhet
Initiate,Flaw,I’m not at all sure I’ll be able to grant a glorified death to any of my crop-mates.,Plane Shift - Amonkhet
Initiate,Flaw,"I have a lasting grudge against one of my crop-mates, and each of us wants to see the other fail.",Plane Shift - Amonkhet
Initiate,Flaw,I think I’ve figured out that this world is not what it seems. Something dark is going on here.,Plane Shift - Amonkhet
Vizier,Trait,"Everything I do, I do gracefully and deliberately, and with complete confidence. (Oketra)",Plane Shift - Amonkhet
Vizier,Trait,Nothing can shake my rock-hard focus. (Oketra),Plane Shift - Amonkhet
Vizier,Trait,"When I am at peace, I am an oasis of perfect calm in the world. When I am roused to anger, I am an embodiment of terror. (Kefnet)",Plane Shift - Amonkhet
Vizier,Trait,I enjoy teasing acolytes and initiates with juicy tidbits of knowledge wrapped up in fiendishly difficult puzzles. (Kefnet),Plane Shift - Amonkhet
Vizier,Trait,I have the utmost faith in myself and my abilities. (Rhonas),Plane Shift - Amonkhet
Vizier,Trait,"I get restless when life in the city feels too tame, too safe. (Rhonas)",Plane Shift - Amonkhet
Vizier,Trait,I enjoy solitude as an opportunity to plan my victory. (Bontu),Plane Shift - Amonkhet
Vizier,Trait,I use satire as a way to undermine the teachings of the other gods. (Bontu),Plane Shift - Amonkhet
Vizier,Trait,"I love, fight, and feast with equal zeal. (Hazoret)",Plane Shift - Amonkhet
Vizier,Trait,"I think of those in my care as my family, in a way that most people have trouble understanding. (Hazoret)",Plane Shift - Amonkhet
Vizier,Ideal,"Solidarity. The worthy must respect the worthy. In the afterlife, all will be united in goal and action. (Oketra)",Plane Shift - Amonkhet
Vizier,Ideal,"Knowledge. The worthy shall cultivate a nimble mind, so as to perceive the wonders beyond imagination that wait in the afterlife. (Kefnet)",Plane Shift - Amonkhet
Vizier,Ideal,Strength. The worthy shall hone a strong body that can withstand the boundless energies of the afterlife. (Rhonas),Plane Shift - Amonkhet
Vizier,Ideal,"Ambition. The worthy shall strive for greatness, for supremacy in life leads to supremacy in the afterlife. (Bontu)",Plane Shift - Amonkhet
Vizier,Ideal,"Zeal. The worthy shall rush to the God-Pharaoh's side with relentless passion, rising to overcome every obstacle in their way. (Hazoret)",Plane Shift - Amonkhet
Vizier,Ideal,"Naktamun. The life of the city is ordered according to the plan of the God-Pharaoh, and that order must be preserved at all costs.",Plane Shift - Amonkhet
Vizier,Bond,My loyalty to my companions embodies the ideal of loyalty to my god. (Oketra),Plane Shift - Amonkhet
Vizier,Bond,The teachings of my god are more precious to me than any possession. (Kefnet),Plane Shift - Amonkhet
Vizier,Bond,I would do anything to defend the temple of my god from any harm or desecration. (Rhonas),Plane Shift - Amonkhet
Vizier,Bond,I am committed to the service of my god—because it’s my sure ticket into the afterlife. (Bontu),Plane Shift - Amonkhet
Vizier,Bond,I love my god and never want my service to end. (Hazoret),Plane Shift - Amonkhet
Vizier,Bond,I have a close friend or lover who is also a vizier.,Plane Shift - Amonkhet
Vizier,Flaw,"I am in love with an initiate, and I want to shield this person from death in the trials.",Plane Shift - Amonkhet
Vizier,Flaw,"I secretly wish I had not been chosen as a vizier, so I could participate in the trials as an initiate.",Plane Shift - Amonkhet
Vizier,Flaw,I secretly question whether the gods care at all about us or what we do.,Plane Shift - Amonkhet
Vizier,Flaw,A vizier of another god seeks my death in retribution for a past insult.,Plane Shift - Amonkhet
Vizier,Flaw,I am terrified of what lies beyond the Gate to the Afterlife.,Plane Shift - Amonkhet
Vizier,Flaw,I secretly believe the God-Pharaoh’s return will not bring blessing to this world.,Plane Shift - Amonkhet
Inquisitor,Trait,It will all go smoothly if everyone just does as I say.,Plane Shift - Innistrad
Inquisitor,Trait,Despair is an extravagance we can ill afford.,Plane Shift - Innistrad
Inquisitor,Trait,I know the writings of Saint Raban backward and forward.,Plane Shift - Innistrad
Inquisitor,Trait,I try to see the bright side in the very worst situations.,Plane Shift - Innistrad
Inquisitor,Trait,It helps me feel better when others show sympathy or appreciation for the horrors I’ve endured.,Plane Shift - Innistrad
Inquisitor,Trait,I prefer to face evil with a strong group of friends in front of me.,Plane Shift - Innistrad
Inquisitor,Trait,I want to see the wicked burn for the evil they’ve brought on us.,Plane Shift - Innistrad
Inquisitor,Trait,I feel the sin being purged from me as I help cleanse the world.,Plane Shift - Innistrad
Inquisitor,Ideal,Honesty. The smallest deception paves the way to grievous sin. (Lawful),Plane Shift - Innistrad
Inquisitor,Ideal,Piety. Devotion to the angels and the rites of the church is all that keeps the world from destruction. (Good),Plane Shift - Innistrad
Inquisitor,Ideal,Order. The laws of Avacyn are meant to preserve the social order — everything in its proper place. (Lawful),Plane Shift - Innistrad
Inquisitor,Ideal,Humanity. Human life is to be cherished and preserved against the horrors of the night. (Good),Plane Shift - Innistrad
Inquisitor,Ideal,Knowledge. The path to holiness comes through understanding of the world. (Any),Plane Shift - Innistrad
Inquisitor,Ideal,Punishment. It is better for the innocent to suffer than for the guilty to escape their due. (Evil),Plane Shift - Innistrad
Inquisitor,Bond,Thraben is the heart of the world. The cathedral must stand even if the hinterlands are lost.,Plane Shift - Innistrad
Inquisitor,Bond,"One day, I will claim vengeance against the monster that took my family from me.",Plane Shift - Innistrad
Inquisitor,Bond,My weapon is all I have to remember my beloved mentor by.,Plane Shift - Innistrad
Inquisitor,Bond,The geist of my beloved speaks to me sometimes.,Plane Shift - Innistrad
Inquisitor,Bond,My dear sibling is now a werewolf.,Plane Shift - Innistrad
Inquisitor,Bond,A small crossways chapel is my spiritual home.,Plane Shift - Innistrad
Inquisitor,Flaw,I am troubled by the wild rage and bloodlust that lurks in my own heart.,Plane Shift - Innistrad
Inquisitor,Flaw,I have come to believe that I executed an innocent person.,Plane Shift - Innistrad
Inquisitor,Flaw,I enjoy the prestige of my position more than service to the angels.,Plane Shift - Innistrad
Inquisitor,Flaw,I drink to forget the horrors I’ve seen.,Plane Shift - Innistrad
Inquisitor,Flaw,I might have made a promise to a demon that I can’t keep.,Plane Shift - Innistrad
Inquisitor,Flaw,"I’ll do whatever grim task must be done, for my soul is already lost.",Plane Shift - Innistrad
Azorious Functionary,Trait,I try never to let my judgement become clouded by emotion.,Guildmaster's Guide to Ravnica
Azorious Functionary,Trait,I have infinite patience with the dolts and boors I'm forced to deal with every day.,Guildmaster's Guide to Ravnica
Azorious Functionary,Trait,"When I give an order, I expect it to be obeyed.",Guildmaster's Guide to Ravnica
Azorious Functionary,Trait,"I just want things the way I like them: neat, orderly, and clean.",Guildmaster's Guide to Ravnica
Azorious Functionary,Trait,No wrongdoing can escape my watchful gaze.,Guildmaster's Guide to Ravnica
Azorious Functionary,Trait,"I always say exactly what I mean, no matter how many words it takes to communicate the particular nuance I am attempting to convey.",Guildmaster's Guide to Ravnica
Azorious Functionary,Trait,I'm very literal and don't appreciate metaphor or sarcasm.,Guildmaster's Guide to Ravnica
Azorious Functionary,Trait,I never change my mind once it's made up.,Guildmaster's Guide to Ravnica
Azorious Functionary,Ideal,Guild. My guild is all that really matters. (Any),Guildmaster's Guide to Ravnica
Azorious Functionary,Ideal,Order. The law is meant to ensure that the gears of society turn smoothly and quietly. (Lawful),Guildmaster's Guide to Ravnica
Azorious Functionary,Ideal,Peace. The ultimate object of the law is to remove violence from society. (Good),Guildmaster's Guide to Ravnica
Azorious Functionary,Ideal,Compliance. Coercion is a fine way of ensuring that the laws are obeyed. (Lawful),Guildmaster's Guide to Ravnica
Azorious Functionary,Ideal,Legislation. The law embodies excellence in its precision and detail. (Lawful),Guildmaster's Guide to Ravnica
Azorious Functionary,Ideal,Punishment. A public display of consequences is an excellent deterrent for other criminals. (Evil),Guildmaster's Guide to Ravnica
Azorious Functionary,Bond,"I am beholden to an Azorius arrester who captured the criminal who killed my parents, saving me from the same fate.",Guildmaster's Guide to Ravnica
Azorious Functionary,Bond,"I hope one day to write the laws, not just enforce them.",Guildmaster's Guide to Ravnica
Azorious Functionary,Bond,"I tried and failed to prevent murder, and I have sworn to find and arrest the perpetrator.",Guildmaster's Guide to Ravnica
Azorious Functionary,Bond,"I successfully prevented a murder, and the would-be perpetrator wants me dead.",Guildmaster's Guide to Ravnica
Azorious Functionary,Bond,"One of my parents was prominent in the guild, and I resent constantly being compared to that standard.",Guildmaster's Guide to Ravnica
Azorious Functionary,Bond,"I've modeled my career after a highly respected law-mage or arrester, but I fear that my role model might be involved in something illegal.",Guildmaster's Guide to Ravnica
Azorious Functionary,Flaw,I'm unable to distinguish between the letter and the spirit of the law.,Guildmaster's Guide to Ravnica
Azorious Functionary,Flaw,"I seem like a harsh judge to others, but I judge myself most harshly of all.",Guildmaster's Guide to Ravnica
Azorious Functionary,Flaw,"I have a secret, illegal vice.",Guildmaster's Guide to Ravnica
Azorious Functionary,Flaw,I was traumatized by witnessing a crime as a child.,Guildmaster's Guide to Ravnica
Azorious Functionary,Flaw,I'm incapable of deception.,Guildmaster's Guide to Ravnica
Azorious Functionary,Flaw,"I wish I had joined the Boros, but I fear they'd never accept me.",Guildmaster's Guide to Ravnica
Boros Legionnaire,Trait,I approach every task with the same high degree of military precision.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Trait,I am always the first into the fray.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Trait,I bear any injury or indignity with stoic discipline.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Trait,My righteous wrath is easily inflamed by the slightest iniquity.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Trait,My honor is more important to me than my life.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Trait,Dangerous work is best accomplished by an orderly group working with common purpose.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Trait,"I treat my weapon, uniform, and insignia with reverence, for they are gifts of the angels.",Guildmaster's Guide to Ravnica
Boros Legionnaire,Trait,I pace when standing and fidget incessantly when forced to sit.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Ideal,Guild. My guild is all that really matters. (Any),Guildmaster's Guide to Ravnica
Boros Legionnaire,Ideal,"Justice. Achieving justice requires establishing fair, equitable, and compassionate relationships within a community. (Good)",Guildmaster's Guide to Ravnica
Boros Legionnaire,Ideal,Protection. It isn't right for innocents to suffer because of the arrogance of the powerful. (Good),Guildmaster's Guide to Ravnica
Boros Legionnaire,Ideal,"Solidarity. It is most crucial to act with a single will, marching side by side in perfect accord. (Lawful)",Guildmaster's Guide to Ravnica
Boros Legionnaire,Ideal,Order. Society functions only if people do their duty and respect the chain of command. (Lawful),Guildmaster's Guide to Ravnica
Boros Legionnaire,Ideal,Conviction. Anything worth doing is worth doing with your whole heart. (Lawful),Guildmaster's Guide to Ravnica
Boros Legionnaire,Bond,I would lay down my life for Aurelia and the angels.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Bond,I owe my life to the Boros captain who took me in when I was living on the streets.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Bond,My fellow legionnaires are my family.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Bond,"I wield the same Boros weapon my grandparent did, for the honor of our family.",Guildmaster's Guide to Ravnica
Boros Legionnaire,Bond,"I ran with the Rakdos in my youth, and I'm striving to atone for my past misdeeds.",Guildmaster's Guide to Ravnica
Boros Legionnaire,Bond,I do what I can to help out the spouse of a comrade who died in battle.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Flaw,"I act bravely when I'm in a group, but I'm a coward when I'm alone.",Guildmaster's Guide to Ravnica
Boros Legionnaire,Flaw,I see everything in clear-cut black and white.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Flaw,I'm just a little fascinated by the ways of the Gruul.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Flaw,I trust the chain of command more than anything - more even than my closest friends.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Flaw,I'm slow to trust members of other guilds.,Guildmaster's Guide to Ravnica
Boros Legionnaire,Flaw,"I've been known to turn a blind eye to injustice, with the help of a modest bribe.",Guildmaster's Guide to Ravnica
Dimir Operative,Reason for Infiltration,"My parents belong to this guild, and I let them think I'm following in their footsteps.",Guildmaster's Guide to Ravnica
Dimir Operative,Reason for Infiltration,I've been assigned to track this guild's activities.,Guildmaster's Guide to Ravnica
Dimir Operative,Reason for Infiltration,I've been assigned to get close to an individual in this guild and learn their secrets.,Guildmaster's Guide to Ravnica
Dimir Operative,Reason for Infiltration,I've been assigned to recruit a new Dimir spy from the ranks of this guild.,Guildmaster's Guide to Ravnica
Dimir Operative,Reason for Infiltration,I was a member of this guild before the Dimir recruited me.,Guildmaster's Guide to Ravnica
Dimir Operative,Reason for Infiltration,I don't like what this guild stands for and want to destroy it from within.,Guildmaster's Guide to Ravnica
Dimir Operative,Reason for Infiltration,"I secretly wish I could leave the Dimir and join this guild, but there is no escaping the Dimir.",Guildmaster's Guide to Ravnica
Dimir Operative,Reason for Infiltration,I chose this guild at random or on a lark.,Guildmaster's Guide to Ravnica
Dimir Operative,Trait,I'm good at hiding my true thoughts and feelings.,Guildmaster's Guide to Ravnica
Dimir Operative,Trait,"When I'm in doubt about revealing something, I assume it's a secret, and I don't share it.",Guildmaster's Guide to Ravnica
Dimir Operative,Trait,"I like to sound mysterious, because wisdom hidden grows deeper with time.",Guildmaster's Guide to Ravnica
Dimir Operative,Trait,I have no patience with people who get in my way.,Guildmaster's Guide to Ravnica
Dimir Operative,Trait,I love hearing about other people's nightmares.,Guildmaster's Guide to Ravnica
Dimir Operative,Trait,"Combat is meant to be quick, clean, and one-sided.",Guildmaster's Guide to Ravnica
Dimir Operative,Trait,I like to stick to the shadows.,Guildmaster's Guide to Ravnica
Dimir Operative,Trait,I never show my anger. I just plot my revenge.,Guildmaster's Guide to Ravnica
Dimir Operative,Ideal,Guild. My guild is all that really matters. (Any),Guildmaster's Guide to Ravnica
Dimir Operative,Ideal,Control. I like pulling the strings. (Lawful),Guildmaster's Guide to Ravnica
Dimir Operative,Ideal,Secrets. I collect secrets and never reveal them. (Any),Guildmaster's Guide to Ravnica
Dimir Operative,Ideal,Knowledge. I want to know as much as I can about this city and how it works. (Any),Guildmaster's Guide to Ravnica
Dimir Operative,Ideal,Independence. I value the freedom to pursue my own goals without interference. (Chaotic),Guildmaster's Guide to Ravnica
Dimir Operative,Ideal,"Nihilism. I don't believe in anything, and anyone who does is a fool. (Neutral)",Guildmaster's Guide to Ravnica
Dimir Operative,Bond,I discovered a secret I can't let anyone else uncover - including my guild superiors.,Guildmaster's Guide to Ravnica
Dimir Operative,Bond,I formed a close friendship or romance with someone in the guild I'm infiltrating.,Guildmaster's Guide to Ravnica
Dimir Operative,Bond,The Dimir agent who recruited me was unmasked and killed. My revenge on the killers will be thorough and painful.,Guildmaster's Guide to Ravnica
Dimir Operative,Bond,I spend as much time as I can in the Ismeri Library because I'm certain an information hub operates behind its facade. I want its secrets!,Guildmaster's Guide to Ravnica
Dimir Operative,Bond,"I'm utterly loyal to my superior in the guild, more than to the guild or its guildmaster.",Guildmaster's Guide to Ravnica
Dimir Operative,Bond,Someone has discovered my true identity.,Guildmaster's Guide to Ravnica
Dimir Operative,Flaw,I like secrets so much that I'm reluctant to share details of a plan even with those who need to know.,Guildmaster's Guide to Ravnica
Dimir Operative,Flaw,I would let my friends die rather than reveal my true identity.,Guildmaster's Guide to Ravnica
Dimir Operative,Flaw,I have trouble trusting anyone but myself.,Guildmaster's Guide to Ravnica
Dimir Operative,Flaw,I have a particular vice that puts all my secrets at risk if I'm not careful.,Guildmaster's Guide to Ravnica
Dimir Operative,Flaw,I'm pretty sure I've done something horrible that I can't remember because of the guild's mind magic.,Guildmaster's Guide to Ravnica
Dimir Operative,Flaw,I put too much trust in the people who give me orders.,Guildmaster's Guide to Ravnica
Golgari Agent,Trait,"Remember, I could kill you in your sleep. Or put centipedes in your bedroll.",Guildmaster's Guide to Ravnica
Golgari Agent,Trait,I like to remind people of their inevitable demise.,Guildmaster's Guide to Ravnica
Golgari Agent,Trait,"Sometimes I give voice to the whispers of the rot, which I hear but no one else does.",Guildmaster's Guide to Ravnica
Golgari Agent,Trait,I do my best to discourage anyone from approaching or talking to me.,Guildmaster's Guide to Ravnica
Golgari Agent,Trait,"I have accepted my death. Hence, I don't fear it.",Guildmaster's Guide to Ravnica
Golgari Agent,Trait,"Like roots growing through stone, I am relentless and determined in my action.",Guildmaster's Guide to Ravnica
Golgari Agent,Trait,I put my knowledge of anatomy to use by narrating the injuries my enemies suffer in grisly detail.,Guildmaster's Guide to Ravnica
Golgari Agent,Trait,"Like a wild animal, I lash out viciously when I'm provoked - and I'm easily provoked.",Guildmaster's Guide to Ravnica
Golgari Agent,Ideal,Guild. My guild is all that really matters. (Any),Guildmaster's Guide to Ravnica
Golgari Agent,Ideal,"Stoicism. All of us are part of the cyclical march of nature, which will continue with or without us. (Neutral)",Guildmaster's Guide to Ravnica
Golgari Agent,Ideal,Nature. The natural world is more important than the edifices of the city and civilization. (Neutral),Guildmaster's Guide to Ravnica
Golgari Agent,Ideal,Interdependence. We are all part of nature's web. (Lawful),Guildmaster's Guide to Ravnica
Golgari Agent,Ideal,"Ambition. The time of Golgari ascendance is at hand, and I intend to have a prominent place in the new world order. (Evil)",Guildmaster's Guide to Ravnica
Golgari Agent,Ideal,Live and Let Live. Meddling in the affairs of other guilds is a great way to get squashed like a bug. (Neutral),Guildmaster's Guide to Ravnica
Golgari Agent,Bond,I cherish the finger of a family member who was petrified by a medusa.,Guildmaster's Guide to Ravnica
Golgari Agent,Bond,I have an identical twin who is as different from me as any person could be.,Guildmaster's Guide to Ravnica
Golgari Agent,Bond,I want to lead one faction of the guild to a new position of dominance.,Guildmaster's Guide to Ravnica
Golgari Agent,Bond,I love spending time in the moss-covered building where I took part in my first reclamation mission.,Guildmaster's Guide to Ravnica
Golgari Agent,Bond,I found something in the sewer that must never come to light.,Guildmaster's Guide to Ravnica
Golgari Agent,Bond,"I am forever grateful to the reclaimer who found me floating facedown in the sewer, moments from death.",Guildmaster's Guide to Ravnica
Golgari Agent,Flaw,"Death comes for us all, so you can't expect me to take care of someone who can't fight it off.",Guildmaster's Guide to Ravnica
Golgari Agent,Flaw,I assume that anyone outside the Golgari looks down on me.,Guildmaster's Guide to Ravnica
Golgari Agent,Flaw,I feel a need for revenge against those who enjoy the privilege of living above ground.,Guildmaster's Guide to Ravnica
Golgari Agent,Flaw,I don't bother to couch my opinions in flattering words.,Guildmaster's Guide to Ravnica
Golgari Agent,Flaw,"I can't help but pocket any trinket or coin I come across, no matter how worthless.",Guildmaster's Guide to Ravnica
Golgari Agent,Flaw,"I'm convinced that I'm better and stronger than members of other guilds, isolated as they are from the realities of life and death.",Guildmaster's Guide to Ravnica
Gruul Anarch,Trait,"Unlike people, the beasts of the wild are friends who won't stab me in the back.",Guildmaster's Guide to Ravnica
Gruul Anarch,Trait,Go ahead and insult me - I dare you.,Guildmaster's Guide to Ravnica
Gruul Anarch,Trait,I scorn those who can't survive away from the comforts of the city.,Guildmaster's Guide to Ravnica
Gruul Anarch,Trait,Don't tell me I'm not allowed to do something.,Guildmaster's Guide to Ravnica
Gruul Anarch,Trait,Laws are for people who are afraid to face their inner beasts.,Guildmaster's Guide to Ravnica
Gruul Anarch,Trait,I smear the blood of my enemies over my skin.,Guildmaster's Guide to Ravnica
Gruul Anarch,Trait,"I was, in fact, raised by maaka.",Guildmaster's Guide to Ravnica
Gruul Anarch,Trait,HarrRRAAGGHH! [I rarely form a coherent sentence and prefer to express myself by breaking things.],Guildmaster's Guide to Ravnica
Gruul Anarch,Ideal,Clan. My clan is all that really matters. (Any),Guildmaster's Guide to Ravnica
Gruul Anarch,Ideal,Anarchy. No person or law or custom can tell another what to do. (Chaotic),Guildmaster's Guide to Ravnica
Gruul Anarch,Ideal,"Nature. We weren't born tame or domesticated, so we shouldn't have to live that way. (Neutral)",Guildmaster's Guide to Ravnica
Gruul Anarch,Ideal,Might. The strongest are meant to dominate the weak. (Evil),Guildmaster's Guide to Ravnica
Gruul Anarch,Ideal,Rage. AAAAAARRRRggggh! [To live is to feel and express the rage burning in your belly.] (Chaotic),Guildmaster's Guide to Ravnica
Gruul Anarch,Ideal,Tradition. The Old Ways must be preserved and upheld. (Any),Guildmaster's Guide to Ravnica
Gruul Anarch,Bond,I am determined that one day I will lead my clan - or a new one.,Guildmaster's Guide to Ravnica
Gruul Anarch,Bond,I would give my life for my clan chieftain.,Guildmaster's Guide to Ravnica
Gruul Anarch,Bond,The chieftain of another clan has a grudge against me.,Guildmaster's Guide to Ravnica
Gruul Anarch,Bond,I am devoted to a sacred site in the midst of the rubblebelt.,Guildmaster's Guide to Ravnica
Gruul Anarch,Bond,My weapon is made from the first raktusk I ever hunted.,Guildmaster's Guide to Ravnica
Gruul Anarch,Bond,GrrrRRAAAAGGHH! [I will do anything to prove myself greater than my siblings or ancestors.],Guildmaster's Guide to Ravnica
Gruul Anarch,Flaw,"If you question my courage, I will never back down.",Guildmaster's Guide to Ravnica
Gruul Anarch,Flaw,HrrrGGGAAAARRuuuh! [My anger in battle led to the death of a loved one.],Guildmaster's Guide to Ravnica
Gruul Anarch,Flaw,I'm as stubborn as a batterboar.,Guildmaster's Guide to Ravnica
Gruul Anarch,Flaw,"I'm so convinced of my superiority over soft, civilized people that I'll take great risks to prove it.",Guildmaster's Guide to Ravnica
Gruul Anarch,Flaw,I'm easily manipulated by people I find attractive.,Guildmaster's Guide to Ravnica
Gruul Anarch,Flaw,I'm not actually all that angry.,Guildmaster's Guide to Ravnica
Izzet Engineer,Trait,"I have a hard time staying focused on … oh, and my brain tends to jump from one … did I mention focus?",Guildmaster's Guide to Ravnica
Izzet Engineer,Trait,I get really excited about my ideas and I can't wait to talk about them and start putting them into practice and tinkering with them and I want to tell you about how exciting it all is!,Guildmaster's Guide to Ravnica
Izzet Engineer,Trait,"It's not magic - or anything, really - if you do it only halfway. Whatever I do, I give it all I've got.",Guildmaster's Guide to Ravnica
Izzet Engineer,Trait,I do what my gut tells me.,Guildmaster's Guide to Ravnica
Izzet Engineer,Trait,"Life's an experiment, and I can't wait to see what happens.",Guildmaster's Guide to Ravnica
Izzet Engineer,Trait,"I pepper my speech with the incomprehensible jargon of my trade, like mizzium droplets inserted into a weird-field suspension.",Guildmaster's Guide to Ravnica
Izzet Engineer,Trait,"Great ideas are fine, but great results are what counts.",Guildmaster's Guide to Ravnica
Izzet Engineer,Trait,"If you can guess what I'm about to do, that means I've run out of imagination.",Guildmaster's Guide to Ravnica
Izzet Engineer,Ideal,Guild. My guild is all that really matters. (Any),Guildmaster's Guide to Ravnica
Izzet Engineer,Ideal,"Creativity. Half the world's troubles come from stodgy thinking, stuck in the past. We need innovative solutions. (Chaotic)",Guildmaster's Guide to Ravnica
Izzet Engineer,Ideal,Discovery. Every experiment has the potential to reveal more secrets of the multiverse. (Any),Guildmaster's Guide to Ravnica
Izzet Engineer,Ideal,Science. A rigorous application of logical principles and protocols will lead us toward progress more surely than any belief system. (Lawful),Guildmaster's Guide to Ravnica
Izzet Engineer,Ideal,"Fun. I love my job! Despite the dangerous working conditions, there's nothing I'd rather do. (Chaotic)",Guildmaster's Guide to Ravnica
Izzet Engineer,Ideal,Power. Someday I'll find or create the magic that will make me the most powerful being in Ravnica. (Evil),Guildmaster's Guide to Ravnica
Izzet Engineer,Bond,I have dedicated my life to finding a solution to a scientific problem.,Guildmaster's Guide to Ravnica
Izzet Engineer,Bond,"I'll never forget the laboratory where I learned my skills, or the other attendants who learned alongside me.",Guildmaster's Guide to Ravnica
Izzet Engineer,Bond,"I'm convinced it was sabotage that destroyed my first laboratory and killed many of my friends, and I seek revenge against whoever did it.",Guildmaster's Guide to Ravnica
Izzet Engineer,Bond,"I have the schematics for an invention that I hope to build one day, once I have the necessary resources.",Guildmaster's Guide to Ravnica
Izzet Engineer,Bond,A fellow student and I are racing to solve the same scientific puzzle.,Guildmaster's Guide to Ravnica
Izzet Engineer,Bond,I would do anything the guildmaster told me to do.,Guildmaster's Guide to Ravnica
Izzet Engineer,Flaw,"If there's a plan, I'll probably forget it. If I don't forget it, I'll probably ignore it.",Guildmaster's Guide to Ravnica
Izzet Engineer,Flaw,"I get bored easily, and if nothing is happening I'll make something happen.",Guildmaster's Guide to Ravnica
Izzet Engineer,Flaw,"Nothing is ever simple, and if it seems simple, I'll find a way to make it complicated.",Guildmaster's Guide to Ravnica
Izzet Engineer,Flaw,"I tend to ignore sleep for days when I'm conducting research, often at the expense of my own health and safety.",Guildmaster's Guide to Ravnica
Izzet Engineer,Flaw,"I'm convinced there's not a soul in Ravnica, except maybe the great Niv-Mizzet, who can match my boundless intellect.",Guildmaster's Guide to Ravnica
Izzet Engineer,Flaw,I'm incapable of admitting a flaw in my logic.,Guildmaster's Guide to Ravnica
Orzhov Representative,Trait,I am always willing to act in accordance with the financial incentive offered.,Guildmaster's Guide to Ravnica
Orzhov Representative,Trait,Debts are never meant to be forgiven.,Guildmaster's Guide to Ravnica
Orzhov Representative,Trait,I am accustomed to enjoying the finest pleasures money can buy.,Guildmaster's Guide to Ravnica
Orzhov Representative,Trait,No one could doubt that I am a cut above the masses of pitiful peasants that infest the city.,Guildmaster's Guide to Ravnica
Orzhov Representative,Trait,I can't stand to spend a zib more than necessary to purchase what I need.,Guildmaster's Guide to Ravnica
Orzhov Representative,Trait,I hate it when people try to make light of a serious situation.,Guildmaster's Guide to Ravnica
Orzhov Representative,Trait,"I want to make sure everyone is aware of how wealthy, powerful, and important I am.",Guildmaster's Guide to Ravnica
Orzhov Representative,Trait,I can't think of anything to look forward to.,Guildmaster's Guide to Ravnica
Orzhov Representative,Ideal,Guild. My guild is all that really matters. (Any),Guildmaster's Guide to Ravnica
Orzhov Representative,Ideal,Wealth. I will do whatever it takes to become as rich as the oligarchs. (Evil),Guildmaster's Guide to Ravnica
